,Название вакансии,Зарплата,Требуемые навыки,Теги,Компания,Метро,Адрес,Город,Сфера,Общее название профессии,Опыт работы,Образование,Ссылка,Минимальная зарплата,Максимальная зарплата
4411,Водитель категории B,180000— 250000 руб.,"['аккуратность', 'стаж вождения от 3 лет', 'правила дорожного движения', 'перевозка пассажиров', 'спокойный стиль вождения', 'содержание автомобиля в чистоте', 'доставка товаров', 'доставка заказов', 'Водитель']","['Быстрый отклик', 'Пенсионерам']","ООО ""ГЛОБАЛ""",['Рабочий поселок'],"Рабочий поселок,г Москва, ул Молодогвардейская, д 59 стр 11",Москва,Работа на транспорте,Водитель,от 3 лет,любое,https://www.rabota.ru/vacancy/54212311/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,180000,250000
4412,Администратор в хостел (ночь),37500— 55000 руб.,"['коммуникабельность', 'грамотная речь', 'порядочность', 'чистоплотность', 'уверенный пользователь ПК', 'общение с клиентами', 'кассовая дисциплина']",['Студентам'],ООО Атмосфера Сервиса и Гостеприимства,['Верхние Лихоборы'],"Верхние Лихоборы,г Москва, Бескудниковский б-р, д 6 к 4",Москва,Администратор,Администратор на ресепшн,без опыта,любое,https://www.rabota.ru/vacancy/54212254/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,37500,55000
4413,Мастер по ремонту,от 150000 руб.,"['ремонтные работы', 'работа с гипсокартоном', 'работа ручным инструментом', 'сантехнические работы', 'обслуживание сантехнического оборудования', 'мелкий ремонт электрики']","['Быстрый отклик', 'Пенсионерам', 'Студентам']","ООО ""СТРОЙТЕХ ГРУПП""",['Сортировочная'],"Сортировочная,г Москва, ул Боровая, д 18",Москва,,,без опыта,среднее,https://www.rabota.ru/vacancy/54212169/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,150000,
4414,Маркировщик,100000— 120000 руб.,"['упаковка', 'маркировка товара', 'фасовка продукции', 'сортировка продукции']","['Студентам', 'Людям с инвалидностью']",ООО ЛАНИС,['Новопеределкино'],"Новопеределкино,г Москва, ул Новоорловская",Москва,Работа на складах,,без опыта,любое,https://www.rabota.ru/vacancy/53579532/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,100000,120000
4415,Менеджер по продажам,80000— 150000 руб.,"['пунктуальность', 'ведение переговоров', 'поиск и привлечение клиентов', 'развитие клиентской базы', 'ведение телефонных переговоров', 'ведение клиентской базы', '1C', 'CRM-система', 'работа с клиентами', 'поиск клиентов', 'Навыки продаж']",Без тега,ИП Балюра Александр Игоревич,,г Москва,Москва,Работа в торговле,Менеджер по продажам,от 1 года,высшее,https://www.rabota.ru/vacancy/50493000/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,80000,150000
4416,Менеджер по продажам (удаленно),30000— 35000 руб.,"['внимательность', 'стрессоустойчивость', 'развитые коммуникативные навыки', 'CRM-система', 'продажи продукта / услуги', 'работа с возражениями', 'B2C продажи', 'внимательность пунктуальность']",['Студентам'],ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ АБОИМОВ АЛЕКСЕЙ ИГОРЕВИЧ,"['Тверская,', 'Пушкинская,', 'Чеховская']","Тверская, Пушкинская, Чеховская,г Москва, ул Тверская, д 16 стр 1",Москва,Работа в торговле,Менеджер по продажам,без опыта,любое,https://www.rabota.ru/vacancy/50434406/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,30000,35000
4417,Охранник,100000— 110000 руб.,"['удостоверение личности частного охранника', 'охрана объектов', 'лицензия на служебное оружие', 'видеонаблюдение', 'предотвращение хищений', 'охрана имущества', 'обеспечение контрольно-пропускного режима']",Без тега,"ООО ЧОО ""ЛУЧ СВЕТА""",['Крестьянская застава'],"Крестьянская застава,г Москва, ул Марксистская, д 34 к 8",Москва,Работа в сфере безопасности,Охранник,от 1 года,любое,https://www.rabota.ru/vacancy/50408750/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,100000,110000
4418,Программист 1С (стажер),от 60000 руб.,нет,Без тега,"ООО ""АСМ""",,"г Москва, ул Бутлерова, д 17Б",Москва,Работа в сфере IT,Программист,без опыта,неполное высшее,https://www.rabota.ru/vacancy/50368043/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,60000,
4419,Упаковщик-комплектовщик,60000— 65000 руб.,"['ответственность', 'комплектация товара', 'сбор заказов', 'упаковка товара']",Без тега,"ООО ""НИКО-ТРЕЙД""",['Павелецкая'],"Павелецкая,г Москва, ул Кожевническая, д 7 стр 1",Москва,Работа на складах,Комплектовщик,без опыта,любое,https://www.rabota.ru/vacancy/50214986/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,60000,65000
4420,Менеджер по продажам (выставочная деятельность),60000— 180000 руб.,"['коммуникабельность', 'ведение переговоров', 'проведение презентаций', 'ведение деловой переписки', 'поиск и привлечение клиентов', 'активные продажи', 'подготовка коммерческих предложений', 'работа с клиентами']",Без тега,ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ ДОЛГОВ ПАВЕЛ ВАДИМОВИЧ,['Площадь Революции'],"Площадь Революции,г Москва",Москва,Работа в торговле,Менеджер по продажам,от 2 лет,любое,https://www.rabota.ru/vacancy/49847274/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,60000,180000
4421,Менеджер Wildberries,20000— 100000 руб.,"['умение работать в режиме многозадачности', 'коммуникабельность', 'MS Office  Excel', 'поиск подрядчиков', 'работа с документами', 'Работа в команде']",['Людям с инвалидностью'],ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ БУЯНОВА СВЕТЛАНА ЛЬВОВНА,['Багратионовская'],"Багратионовская,г Москва, ул Барклая",Москва,,,до года,любое,https://www.rabota.ru/vacancy/48018165/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,20000,100000
4422,Швея,от 100000 руб.,"['пошив одежды', 'Швея', 'Пошив']","['Пенсионерам', 'Студентам']","ООО ""КП""",['Улица Академика Королева'],"Улица Академика Королева,г Москва, ул Академика Королева, д 13 стр 1",Москва,Работа в сфере бытовых услуг,,от 3 лет,любое,https://www.rabota.ru/vacancy/50545731/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,100000,
4423,Оператор 1С,75000— 80000 руб.,"['ответственность', 'исполнительность', 'высокая скорость работы', 'коммуникабельность', 'грамотность', 'грамотная речь', 'уверенный пользователь ПК', 'ведение документооборота', 'работа с первичной документацией', 'внимательность к деталям']",['Быстрый отклик'],ООО Юнайтед Спайсез,['Лианозово'],"Лианозово,г Москва, Дмитровское шоссе, д 157 стр 25",Москва,Оператор,Оператор на производство,от 1 года,среднее профессиональное,https://www.rabota.ru/vacancy/47149481/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,75000,80000
4424,Курьер офисный,80000— 100000 руб.,"['ответственность', 'пунктуальность', 'коммуникабельность', 'доставка документов', 'внимательность к деталям']","['Быстрый отклик', 'Пенсионерам', 'Студентам', 'Людям с инвалидностью']",Веденеева Виктория Сергеевна,,г Москва,Москва,Работа в сфере доставки,Курьер,без опыта,любое,https://www.rabota.ru/vacancy/54244246/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,80000,100000
