Название вакансии,Минимальная зарплата,Максимальная зарплата,Опыт работы,Образование,Компания,Город,Адрес,Широта,Долгота,Метро,Ссылка,Источник
Контролер торгового зала (бутик одежды и аксессуаров),,,без опыта,любое,"ООО ""ЭКСПЕРТЫ РЫНКА ТРУДА""",Москва,"ЦСКА, ЦСКА,г Москва, метро ЦСКА",55.786561,37.5332007,"['ЦСКА,', 'ЦСКА']",https://www.rabota.ru/vacancy/50245235/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,rabota.ru
Администратор салона красоты,50000.0,90000.0,без опыта,любое,"ООО ""ЛАФИЕРРО""",Москва,"Планерная,г Москва, метро Планерная",55.8606544,37.4365264,['Планерная'],https://www.rabota.ru/vacancy/50205033/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,rabota.ru
Менеджер пункта выдачи СДЭК,45000.0,,без опыта,любое,"ООО ""МЕДСЕРВИС 4""",Москва,"г Москва, ул Генерала Белобородова, д 9",55.8368743,37.3542023,,https://www.rabota.ru/vacancy/50188041/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,rabota.ru
Уборщик/ца,55000.0,,без опыта,любое,ООО РТ-Клининг,Москва,"Бауманская, Курская, Курская, Римская, Чкаловская, Площадь Ильича, Курская, Курская, Серп и Молот,г Москва, наб Академика Туполева, д 15 к 28",55.7614182,37.6786268,"['Бауманская,', 'Курская,', 'Курская,', 'Римская,', 'Чкаловская,', 'Площадь Ильича,', 'Курская,', 'Курская,', 'Серп и Молот']",https://www.rabota.ru/vacancy/50174027/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,rabota.ru
Помощник менеджера по логистике,,60000.0,без опыта,любое,Индивидуальный предприниматель КАМАЛОВ РУСЛАН РАДИКОВИЧ,Москва,"г Москва, Рязанский пр-кт, д 86/1 стр 1",55.7075199,37.8302489,,https://www.rabota.ru/vacancy/50162765/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,rabota.ru
Заместитель главного бухгалтера,80000.0,100000.0,от 5 лет,любое,ООО Фирма Караван,Москва,"Сокол,г Москва, ул Новопесчаная, д 7",55.8010379,37.5170012,['Сокол'],https://www.rabota.ru/vacancy/50128080/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,rabota.ru
Инженер ПТО/ Специалист по ремонтным и строительным вопросам,100000.0,150000.0,от 5 лет,высшее,"ООО ""РЕАЛИСТ""",Москва,"Окружная,г Москва, Гостиничный проезд, д 6 к 2, помещ 213",55.844597,37.5766578,['Окружная'],https://www.rabota.ru/vacancy/50123663/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,rabota.ru
Менеджер в фотостудию,40000.0,65000.0,без опыта,любое,Фотоксерокс,Москва,"Алтуфьево, Физтех,г Москва, Челобитьевское шоссе, д 10 к 2",55.9131797,37.5561463,"['Алтуфьево,', 'Физтех']",https://www.rabota.ru/vacancy/50095799/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,rabota.ru
Продавец,65000.0,,без опыта,любое,ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ ПЛОТНИКОВА АНАСТАСИЯ МИХАЙЛОВНА,Москва,"Выхино, Новокосино, Лермонтовский проспект, Лухмановская, Улица Дмитриевского, Косино, Выхино, Косино, Ухтомская, Реутово,г Москва, ул Салтыковская, д 6/2 к 1",55.7254349,37.8625981,"['Выхино,', 'Новокосино,', 'Лермонтовский проспект,', 'Лухмановская,', 'Улица Дмитриевского,', 'Косино,', 'Выхино,', 'Косино,', 'Ухтомская,', 'Реутово']",https://www.rabota.ru/vacancy/50046696/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,rabota.ru
Комплектовщик,73000.0,130000.0,без опыта,любое,"ООО ""МАСТЕРОВИК""",Москва,"Южная, Пражская,г Москва, ул Дорожная, д 3 к 11",55.5994682,37.6124267,"['Южная,', 'Пражская']",https://www.rabota.ru/vacancy/50010541/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,rabota.ru
Водитель эвакуатора и мини-экскаватора,,150000.0,без опыта,любое,ООО СтройТехника,Москва,"Молодежная,г Москва, ул Молодогвардейская, д 58",55.7345868,37.3917856,['Молодежная'],https://www.rabota.ru/vacancy/49977821/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,rabota.ru
Продавец мороженого,,,без опыта,любое,ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ ЗАМАНОВ ГААБИЛЬ РУСЛАНОВИЧ,Москва,"Площадь Революции, Лубянка,г Москва, ул Никольская, д 10",55.7580206,37.6244513,"['Площадь Революции,', 'Лубянка']",https://www.rabota.ru/vacancy/49917970/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,rabota.ru
Бухгалтер,,90000.0,от 3 лет,высшее,"НО ""ФОНД РАЗВИТИЯ ТЕННИСА В РОССИИ""",Москва,"Речной вокзал,г Москва, Ленинградское шоссе, д 47 стр 2",55.845535,37.4757879,['Речной вокзал'],https://www.rabota.ru/vacancy/49735019/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,rabota.ru
Инспектор по кадрам,,90000.0,от 3 лет,любое,"ООО ""ФИНСИТИ""",Москва,"Электрозаводская, Электрозаводская,г Москва, метро Электрозаводская (Арбатско-Покровская)",55.7817132,37.7037878,"['Электрозаводская,', 'Электрозаводская']",https://www.rabota.ru/vacancy/49688320/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,rabota.ru
Водитель-экспедитор категории B,70000.0,80000.0,без опыта,любое,Индивидуальный предприниматель Вячеслав Анатольевич,Москва,"Рязанский проспект, Кузьминки, Текстильщики, Стахановская ,г Москва, ул Грайвороновская, д 23",55.7214247,37.7407937,"['Рязанский проспект,', 'Кузьминки,', 'Текстильщики,', 'Стахановская']",https://www.rabota.ru/vacancy/49629159/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,rabota.ru
Рабочий склада,90000.0,100000.0,без опыта,любое,"ООО ""АГРОПОЛИМЕР""",Москва,"Яхромская,г Москва, Дмитровское шоссе, д 100 к 2",55.8817805,37.5455125,['Яхромская'],https://www.rabota.ru/vacancy/49475708/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,rabota.ru
Менеджер по продажам b2b,,,от 1 года,высшее,Индивидуальный предприниматель КОСАРЕВА ДАРЬЯ МИХАЙЛОВНА,Москва,"Белорусская, Белорусская,г Москва, ул Бутырский Вал, д 10",55.7785252,37.5861022,"['Белорусская,', 'Белорусская']",https://www.rabota.ru/vacancy/48859405/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,rabota.ru
Сборщик мебели,55000.0,80000.0,без опыта,любое,"ООО ""АЛЬМЕТА""",Москва,"Новогиреево, Новогиреево,г Москва, ул Мартеновская, д 36 стр 4",55.7473715,37.8041633,"['Новогиреево,', 'Новогиреево']",https://www.rabota.ru/vacancy/48783272/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,rabota.ru
Водитель-курьер со своим автомобилем,30000.0,90000.0,без опыта,любое,ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ ХИСАНОВА ЛЮДМИЛА ВЛАДИМИРОВНА,Москва,"Красносельская,г Москва, ул Лобачика, д 11",55.7882822,37.662357,['Красносельская'],https://www.rabota.ru/vacancy/48726660/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,rabota.ru
Начинающий специалист по недвижимости (риелтор-стажер),185000.0,,без опыта,любое,"ООО ""АН ""НА ЯУЗЕ""",Москва,"Электрозаводская,г Москва, Семеновская наб, д 2/1",55.7768615,37.7046831,['Электрозаводская'],https://www.rabota.ru/vacancy/48720050/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,rabota.ru
Швея-моторист/ка,60000.0,100000.0,без опыта,среднее,"ООО ""Хозлавочка""",Москва,"Новогиреево, Перово,г Москва, ул Мартеновская, д 38 стр 2",55.7464671,37.806618,"['Новогиреево,', 'Перово']",https://www.rabota.ru/vacancy/48200627/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,rabota.ru
Администратор спа - салона,75000.0,150000.0,от 1 года,любое,ООО Руай Тай,Москва,"Улица 1905 года,г Москва, ул Ходынская, д 2",55.7704162,37.5650775,['Улица 1905 года'],https://www.rabota.ru/vacancy/48175804/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,rabota.ru
Продавец в магазин разливного пива,85000.0,120000.0,без опыта,любое,ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ КАНЯШИН ДМИТРИЙ ВАСИЛЬЕВИЧ,Москва,"Братиславская,г Москва",55.625578,37.6063916,['Братиславская'],https://www.rabota.ru/vacancy/47920270/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,rabota.ru
Администратор,60000.0,75000.0,от 1 года,высшее,Всё для слуха,Москва,"Комсомольская, Красносельская,г Москва, ул Краснопрудная, д 12/1 стр 1",55.7765301,37.6614547,"['Комсомольская,', 'Красносельская']",https://www.rabota.ru/vacancy/47117834/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,rabota.ru
Грузчик,40000.0,100000.0,без опыта,любое,"ООО ""Сила Тяжести""",Москва,"Угрешская,г Москва, 3-й Угрешский проезд, д 6 стр 5",55.7125566,37.6958619,['Угрешская'],https://www.rabota.ru/vacancy/46919457/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,rabota.ru
Помощник руководителя,50000.0,100000.0,от 3 лет,высшее,"АО ""А771""",Москва,"Красные ворота,г Москва, ул Садовая-Черногрязская, д 13/3 к 1",55.765101,37.6555281,['Красные ворота'],https://www.rabota.ru/vacancy/46678284/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,rabota.ru
Швея в цех,60000.0,85000.0,от 1 года,любое,Индивидуальный предприниматель СМИРНОВА СВЕТЛАНА АНАТОЛЬЕВНА,Москва,"Молодежная, Кунцевская, Славянский бульвар, Кунцевская,г Москва, ул Верейская, д 29",55.7075198,37.4403174,"['Молодежная,', 'Кунцевская,', 'Славянский бульвар,', 'Кунцевская']",https://www.rabota.ru/vacancy/43877773/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,rabota.ru
Уборщик/ца гостинично-спортивного комплекса,45000.0,,без опыта,любое,"ООО ""Антей""",Москва,"Шоссе Энтузиастов,г Москва, ул 1-я Владимирская, д 10Д",,,['Шоссе Энтузиастов'],https://www.rabota.ru/vacancy/43870382/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,rabota.ru
Оператор пункта выдачи заказов ОЗОН,60000.0,90000.0,до года,среднее,Белозерова Ольга Юрьевна,Москва,"Крылатское,г Москва, Осенний б-р, д 20 к 1",55.7633114,37.4080573,['Крылатское'],https://www.rabota.ru/vacancy/54252533/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,rabota.ru
Оператор пункта выдачи заказов,60000.0,120000.0,без опыта,любое,ИП Голубева Ирина Юрьевна,Москва,"Курская, Курская,г Москва, Малый Демидовский пер, д 3",55.7641697,37.6645869,"['Курская,', 'Курская']",https://www.rabota.ru/vacancy/53780149/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,rabota.ru
SMM-менеджер,75000.0,100000.0,от 3 лет,любое,"ООО ""ГОЛДИДЕНТ КОМПАНИ""",Москва,"Кантемировская, Каширская, Варшавская, Каширская,г Москва, 2-й Котляковский пер, д 18",55.6435591,37.6355096,"['Кантемировская,', 'Каширская,', 'Варшавская,', 'Каширская']",https://www.rabota.ru/vacancy/50100213/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,rabota.ru
Повар,100000.0,,без опыта,любое,ООО Айконфуд,Москва,"Белорусская, Домодедовская, Белорусская, Молодежная, Фрунзенская, Теплый Стан, Белорусская, Белорусская,г Москва",55.625578,37.6063916,"['Белорусская,', 'Домодедовская,', 'Белорусская,', 'Молодежная,', 'Фрунзенская,', 'Теплый Стан,', 'Белорусская,', 'Белорусская']",https://www.rabota.ru/vacancy/50094218/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,rabota.ru
Комплектовщик заказов,80000.0,,от 1 года,любое,"ООО ""ИНДЕФИНИ""",Москва,"Рязанский проспект, Юго-Восточная ,г Москва, Сормовский проезд, д 11 стр 7",55.7068529,37.8028126,"['Рязанский проспект,', 'Юго-Восточная']",https://www.rabota.ru/vacancy/54249551/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,rabota.ru
Менеджер по продажам ивентов,100000.0,160000.0,от 1 года,любое,ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ КИСЕЛЁВ ДАНИИЛ ЮРЬЕВИЧ,Москва,"Площадь Революции,г Москва",55.625578,37.6063916,['Площадь Революции'],https://www.rabota.ru/vacancy/54224368/?methodRecommendationType=by_filter&methodRecommendationName=%D0%92%D0%B0%D0%BA%D0%B0%D0%BD%D1%81%D0%B8%D0%B8%20%D0%B2%20%D0%9C%D0%BE%D1%81%D0%BA%D0%B2%D0%B5,rabota.ru
